id_lien,trafic_max,trafic_out,tdc,equipement,interface_equipement,role_A,configuration_A,client,interface_client,role_B,configuration_B,capacite_lien,isis_level,isis_metric,region_exploitation,date,intervalle_charge
PTN02373_PTN00482,5.32690673828125,5.32690673828125,17.75635579427083,PTN02373,lag-20,B,7750-SR7,PTN00482,lag-20,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN02379_PTN02007,9.991505859375,9.991505859375,33.30501953125,PTN02379,lag-22,B,7750-SR7,PTN02007,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN02379_PTN02007,9.991505859375,9.991505859375,33.30501953125,PTN02379,lag-22,B,7750-SR7,PTN02007,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN02379_PTN02007,9.991505859375,9.991505859375,33.30501953125,PTN02379,lag-22,B,7750-SR7,PTN02007,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN02007_PTN02379,9.971986328125,1.4985770263671876,33.23995442708333,PTN02007,lag-22,B,7750-SR7,PTN02379,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN02007_PTN02379,9.971986328125,1.4985770263671876,33.23995442708333,PTN02007,lag-22,B,7750-SR7,PTN02379,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN02007_PTN02379,9.971986328125,1.4985770263671876,33.23995442708333,PTN02007,lag-22,B,7750-SR7,PTN02379,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN00230_PTN02296,2.42323095703125,0.1872069091796875,12.11615478515625,PTN00230,lag-20,B,7750-SR7,PTN02296,lag-20,B,7750-SR7,20,1,10,WST,2022-08-01,Inf 70%
PTN00230_PTN02296,2.42323095703125,0.1872069091796875,12.11615478515625,PTN00230,lag-20,B,7750-SR7,PTN02296,lag-20,B,7750-SR7,20,1,10,WST,2022-08-01,Inf 70%
PTN00267_PTN00523,9.65941015625,9.65941015625,48.29705078125001,PTN00267,lag-23,A,7750-SR12,PTN00523,lag-23,A,7750-SR12,20,1,10,SWT,2022-08-01,Inf 70%
PTN00267_PTN00523,9.65941015625,9.65941015625,48.29705078125001,PTN00267,lag-23,A,7750-SR12,PTN00523,lag-23,A,7750-SR12,20,1,10,SWT,2022-08-01,Inf 70%
PTN00765_PTN00027,2.901340087890625,0.7148739624023438,9.671133626302082,PTN00765,lag-21,B,7750-SR7,PTN00027,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00765_PTN00027,2.901340087890625,0.7148739624023438,9.671133626302082,PTN00765,lag-21,B,7750-SR7,PTN00027,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00765_PTN00027,2.901340087890625,0.7148739624023438,9.671133626302082,PTN00765,lag-21,B,7750-SR7,PTN00027,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00246_PTN00249,1.5200732421875,0.059003528594970704,3.8001831054687503,PTN00246,lag-21,B,7750-SR7,PTN00249,lag-21,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN00246_PTN00249,1.5200732421875,0.059003528594970704,3.8001831054687503,PTN00246,lag-21,B,7750-SR7,PTN00249,lag-21,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN00246_PTN00249,1.5200732421875,0.059003528594970704,3.8001831054687503,PTN00246,lag-21,B,7750-SR7,PTN00249,lag-21,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN00246_PTN00249,1.5200732421875,0.059003528594970704,3.8001831054687503,PTN00246,lag-21,B,7750-SR7,PTN00249,lag-21,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN00353_PTN00352,7.228796875,7.228796875,36.143984375,PTN00353,lag-20,B,7750-SR7,PTN00352,lag-20,B,7750-SR7,20,1,10,SWT,2022-08-01,Inf 70%
PTN00353_PTN00352,7.228796875,7.228796875,36.143984375,PTN00353,lag-20,B,7750-SR7,PTN00352,lag-20,B,7750-SR7,20,1,10,SWT,2022-08-01,Inf 70%
PTN00026_PTN00906,4.7330361328125,4.7330361328125,11.83259033203125,PTN00026,lag-23,A,7750-SR12,PTN00906,lag-23,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00026_PTN00906,4.7330361328125,4.7330361328125,11.83259033203125,PTN00026,lag-23,A,7750-SR12,PTN00906,lag-23,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00026_PTN00906,4.7330361328125,4.7330361328125,11.83259033203125,PTN00026,lag-23,A,7750-SR12,PTN00906,lag-23,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00026_PTN00906,4.7330361328125,4.7330361328125,11.83259033203125,PTN00026,lag-23,A,7750-SR12,PTN00906,lag-23,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00252_PTN00253,0.15664363098144532,0.15664363098144532,0.7832181549072266,PTN00252,lag-20,A,7750-SR12,PTN00253,lag-20,A,7750-SR12,20,1,11,NOE,2022-08-01,Inf 70%
PTN00252_PTN00253,0.15664363098144532,0.15664363098144532,0.7832181549072266,PTN00252,lag-20,A,7750-SR12,PTN00253,lag-20,A,7750-SR12,20,1,11,NOE,2022-08-01,Inf 70%
PTN00110_PTN00114,2.701096435546875,2.701096435546875,13.505482177734377,PTN00110,lag-23,A,7750-SR12,PTN00114,lag-23,A,7750-SR12,20,1,30,MED,2022-08-01,Inf 70%
PTN00110_PTN00114,2.701096435546875,2.701096435546875,13.505482177734377,PTN00110,lag-23,A,7750-SR12,PTN00114,lag-23,A,7750-SR12,20,1,30,MED,2022-08-01,Inf 70%
PTN02323_PTN01075,6.00039111328125,0.7460444946289062,30.001955566406245,PTN02323,lag-23,B,7750-SR7,PTN01075,lag-23,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN02323_PTN01075,6.00039111328125,0.7460444946289062,30.001955566406245,PTN02323,lag-23,B,7750-SR7,PTN01075,lag-23,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00609_PTN000259,5.42373291015625,0.13986314392089844,13.559332275390625,PTN00609,lag-22,B,7750-SR7,PTN000259,lag-22,B,7750-SR7,40,1,40,WST,2022-08-01,Inf 70%
PTN00609_PTN000259,5.42373291015625,0.13986314392089844,13.559332275390625,PTN00609,lag-22,B,7750-SR7,PTN000259,lag-22,B,7750-SR7,40,1,40,WST,2022-08-01,Inf 70%
PTN00609_PTN000259,5.42373291015625,0.13986314392089844,13.559332275390625,PTN00609,lag-22,B,7750-SR7,PTN000259,lag-22,B,7750-SR7,40,1,40,WST,2022-08-01,Inf 70%
PTN00609_PTN000259,5.42373291015625,0.13986314392089844,13.559332275390625,PTN00609,lag-22,B,7750-SR7,PTN000259,lag-22,B,7750-SR7,40,1,40,WST,2022-08-01,Inf 70%
PTN00854_PTN00253,0.4802140808105469,0.4802140808105469,2.4010704040527346,PTN00854,lag-22,B,7750-SR7,PTN00253,lag-22,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00854_PTN00253,0.4802140808105469,0.4802140808105469,2.4010704040527346,PTN00854,lag-22,B,7750-SR7,PTN00253,lag-22,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN02360_PTN00004,0.769016357421875,0.10220242309570313,3.845081787109375,PTN02360,lag-23,B,7750-SR7,PTN00004,lag-23,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN02360_PTN00004,0.769016357421875,0.10220242309570313,3.845081787109375,PTN02360,lag-23,B,7750-SR7,PTN00004,lag-23,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN00059_PTN00057,40.9991875,40.9991875,45.554652777777775,PTN00059,lag-20,A,7750-SR12,PTN00057,lag-20,A,7750-SR12,90,1,11,CTA,2022-08-01,Inf 70%
PTN02454_PTN00667,3.893239990234375,0.5465292358398437,9.733099975585938,PTN02454,lag-22,B,7750-SR7,PTN00667,lag-22,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN02454_PTN00667,3.893239990234375,0.5465292358398437,9.733099975585938,PTN02454,lag-22,B,7750-SR7,PTN00667,lag-22,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN02454_PTN00667,3.893239990234375,0.5465292358398437,9.733099975585938,PTN02454,lag-22,B,7750-SR7,PTN00667,lag-22,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN02454_PTN00667,3.893239990234375,0.5465292358398437,9.733099975585938,PTN02454,lag-22,B,7750-SR7,PTN00667,lag-22,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN00316_PTN00197,5.99492333984375,0.7001659545898438,19.983077799479165,PTN00316,lag-22,B,7750-SR7,PTN00197,lag-22,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00316_PTN00197,5.99492333984375,0.7001659545898438,19.983077799479165,PTN00316,lag-22,B,7750-SR7,PTN00197,lag-22,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00316_PTN00197,5.99492333984375,0.7001659545898438,19.983077799479165,PTN00316,lag-22,B,7750-SR7,PTN00197,lag-22,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00622_PTN00197,0.43554971313476565,0.08174398040771484,1.4518323771158854,PTN00622,lag-25,B,7750-SR7,PTN00197,lag-25,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00622_PTN00197,0.43554971313476565,0.08174398040771484,1.4518323771158854,PTN00622,lag-25,B,7750-SR7,PTN00197,lag-25,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00622_PTN00197,0.43554971313476565,0.08174398040771484,1.4518323771158854,PTN00622,lag-25,B,7750-SR7,PTN00197,lag-25,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00133_PTN00134,12.075453125,12.075453125,30.1886328125,PTN00133,lag-21,B,7750-SR7,PTN00134,lag-21,B,7750-SR7,40,1,10,MED,2022-08-01,Inf 70%
PTN00133_PTN00134,12.075453125,12.075453125,30.1886328125,PTN00133,lag-21,B,7750-SR7,PTN00134,lag-21,B,7750-SR7,40,1,10,MED,2022-08-01,Inf 70%
PTN00133_PTN00134,12.075453125,12.075453125,30.1886328125,PTN00133,lag-21,B,7750-SR7,PTN00134,lag-21,B,7750-SR7,40,1,10,MED,2022-08-01,Inf 70%
PTN00133_PTN00134,12.075453125,12.075453125,30.1886328125,PTN00133,lag-21,B,7750-SR7,PTN00134,lag-21,B,7750-SR7,40,1,10,MED,2022-08-01,Inf 70%
PTN01087_PTN00566,9.8012626953125,1.16542919921875,24.503156738281252,PTN01087,lag-20,B,7750-SR7,PTN00566,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN01087_PTN00566,9.8012626953125,1.16542919921875,24.503156738281252,PTN01087,lag-20,B,7750-SR7,PTN00566,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN01087_PTN00566,9.8012626953125,1.16542919921875,24.503156738281252,PTN01087,lag-20,B,7750-SR7,PTN00566,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN01087_PTN00566,9.8012626953125,1.16542919921875,24.503156738281252,PTN01087,lag-20,B,7750-SR7,PTN00566,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00209_PTN00215,1.4190107421875,1.4190107421875,7.0950537109375,PTN00209,lag-21,A,7750-SR12,PTN00215,lag-21,A,7750-SR12,20,1,10,WST,2022-08-01,Inf 70%
PTN00209_PTN00215,1.4190107421875,1.4190107421875,7.0950537109375,PTN00209,lag-21,A,7750-SR12,PTN00215,lag-21,A,7750-SR12,20,1,10,WST,2022-08-01,Inf 70%
PTN00106_PTN00095,5.0611787109375,0.65366796875,16.870595703124998,PTN00106,lag-22,B,7750-SR7,PTN00095,lag-22,B,7750-SR7,30,1,10,MED,2022-08-01,Inf 70%
PTN00106_PTN00095,5.0611787109375,0.65366796875,16.870595703124998,PTN00106,lag-22,B,7750-SR7,PTN00095,lag-22,B,7750-SR7,30,1,10,MED,2022-08-01,Inf 70%
PTN00106_PTN00095,5.0611787109375,0.65366796875,16.870595703124998,PTN00106,lag-22,B,7750-SR7,PTN00095,lag-22,B,7750-SR7,30,1,10,MED,2022-08-01,Inf 70%
PTN00333_PTN00119,0.05609115982055664,0.05609115982055664,0.2804557991027832,PTN00333,lag-21,B,7750-SR7,PTN00119,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00333_PTN00119,0.05609115982055664,0.05609115982055664,0.2804557991027832,PTN00333,lag-21,B,7750-SR7,PTN00119,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00119_PTN00333,0.07198046112060547,0.058538055419921874,0.35990230560302733,PTN00119,lag-21,B,7750-SR7,PTN00333,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00119_PTN00333,0.07198046112060547,0.058538055419921874,0.35990230560302733,PTN00119,lag-21,B,7750-SR7,PTN00333,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00330_PTN00910,5.50004638671875,0.6250203247070313,27.50023193359375,PTN00330,lag-21,B,7750-SR7,PTN00910,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00330_PTN00910,5.50004638671875,0.6250203247070313,27.50023193359375,PTN00330,lag-21,B,7750-SR7,PTN00910,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00606_PTN01081,5.173806640625,5.173806640625,17.246022135416666,PTN00606,lag-21,B,7750-SR7,PTN01081,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00606_PTN01081,5.173806640625,5.173806640625,17.246022135416666,PTN00606,lag-21,B,7750-SR7,PTN01081,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00606_PTN01081,5.173806640625,5.173806640625,17.246022135416666,PTN00606,lag-21,B,7750-SR7,PTN01081,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00019_PTN00020,0.5003291931152344,0.08949309539794922,1.667763977050781,PTN00019,lag-23,B,7750-SR7,PTN00020,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00019_PTN00020,0.5003291931152344,0.08949309539794922,1.667763977050781,PTN00019,lag-23,B,7750-SR7,PTN00020,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00019_PTN00020,0.5003291931152344,0.08949309539794922,1.667763977050781,PTN00019,lag-23,B,7750-SR7,PTN00020,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00209_PTN00823,23.1268671875,23.1268671875,57.817167968750006,PTN00209,lag-24,A,7750-SR12,PTN00823,lag-24,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00209_PTN00823,23.1268671875,23.1268671875,57.817167968750006,PTN00209,lag-24,A,7750-SR12,PTN00823,lag-24,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00209_PTN00823,23.1268671875,23.1268671875,57.817167968750006,PTN00209,lag-24,A,7750-SR12,PTN00823,lag-24,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00209_PTN00823,23.1268671875,23.1268671875,57.817167968750006,PTN00209,lag-24,A,7750-SR12,PTN00823,lag-24,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00259_PTN00480,1.0256053466796875,1.0256053466796875,5.128026733398437,PTN00259,lag-26,A,7750-SR12,PTN00480,lag-26,A,7750-SR12,20,1,20,WST,2022-08-01,Inf 70%
PTN00259_PTN00480,1.0256053466796875,1.0256053466796875,5.128026733398437,PTN00259,lag-26,A,7750-SR12,PTN00480,lag-26,A,7750-SR12,20,1,20,WST,2022-08-01,Inf 70%
PTN00622_PTN00992,0.359680419921875,0.359680419921875,1.1989347330729168,PTN00622,lag-21,B,7750-SR7,PTN00992,lag-21,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00622_PTN00992,0.359680419921875,0.359680419921875,1.1989347330729168,PTN00622,lag-21,B,7750-SR7,PTN00992,lag-21,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00622_PTN00992,0.359680419921875,0.359680419921875,1.1989347330729168,PTN00622,lag-21,B,7750-SR7,PTN00992,lag-21,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN02367_PTN00920,5.783607421875,0.6535792846679688,28.918037109375,PTN02367,lag-22,B,7750-SR7,PTN00920,lag-22,B,7750-SR7,20,1,80,SWT,2022-08-01,Inf 70%
PTN02367_PTN00920,5.783607421875,0.6535792846679688,28.918037109375,PTN02367,lag-22,B,7750-SR7,PTN00920,lag-22,B,7750-SR7,20,1,80,SWT,2022-08-01,Inf 70%
PTN01449_PTN02323,3.4192490234375,0.435930908203125,17.0962451171875,PTN01449,lag-22,B,7750-SR7,PTN02323,lag-22,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN01449_PTN02323,3.4192490234375,0.435930908203125,17.0962451171875,PTN01449,lag-22,B,7750-SR7,PTN02323,lag-22,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00273_PTN00272,0.93136181640625,0.93136181640625,3.1045393880208336,PTN00273,lag-20,B,7750-SR7,PTN00272,lag-20,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN00273_PTN00272,0.93136181640625,0.93136181640625,3.1045393880208336,PTN00273,lag-20,B,7750-SR7,PTN00272,lag-20,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN00273_PTN00272,0.93136181640625,0.93136181640625,3.1045393880208336,PTN00273,lag-20,B,7750-SR7,PTN00272,lag-20,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN00258_PTN00261,5.79770556640625,5.79770556640625,28.988527832031245,PTN00258,lag-26,A,7750-SR12,PTN00261,lag-26,A,7750-SR12,20,1,10,WST,2022-08-01,Inf 70%
PTN00258_PTN00261,5.79770556640625,5.79770556640625,28.988527832031245,PTN00258,lag-26,A,7750-SR12,PTN00261,lag-26,A,7750-SR12,20,1,10,WST,2022-08-01,Inf 70%
PTN00007_PTN00043,4.018534423828125,4.018534423828125,20.092672119140627,PTN00007,lag-24,A,7750-SR12,PTN00043,lag-24,A,7750-SR12,20,1,10,IDF,2022-08-01,Inf 70%
PTN00007_PTN00043,4.018534423828125,4.018534423828125,20.092672119140627,PTN00007,lag-24,A,7750-SR12,PTN00043,lag-24,A,7750-SR12,20,1,10,IDF,2022-08-01,Inf 70%
PTN02377_PTN00825,14.161953125,14.161953125,35.4048828125,PTN02377,lag-22,B,7750-SR7,PTN00825,lag-22,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN02377_PTN00825,14.161953125,14.161953125,35.4048828125,PTN02377,lag-22,B,7750-SR7,PTN00825,lag-22,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN02377_PTN00825,14.161953125,14.161953125,35.4048828125,PTN02377,lag-22,B,7750-SR7,PTN00825,lag-22,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN02377_PTN00825,14.161953125,14.161953125,35.4048828125,PTN02377,lag-22,B,7750-SR7,PTN00825,lag-22,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
PTN01401_PTN00210,6.673427734375,0.7286312866210938,22.244759114583335,PTN01401,lag-25,B,7750-SR7,PTN00210,lag-25,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN01401_PTN00210,6.673427734375,0.7286312866210938,22.244759114583335,PTN01401,lag-25,B,7750-SR7,PTN00210,lag-25,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN01401_PTN00210,6.673427734375,0.7286312866210938,22.244759114583335,PTN01401,lag-25,B,7750-SR7,PTN00210,lag-25,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00910_PTN00330,5.51226708984375,5.51226708984375,27.56133544921875,PTN00910,lag-21,B,7750-SR7,PTN00330,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00910_PTN00330,5.51226708984375,5.51226708984375,27.56133544921875,PTN00910,lag-21,B,7750-SR7,PTN00330,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00331_PTN00568,7.36707666015625,1.1024791259765625,18.417691650390626,PTN00331,lag-20,B,7750-SR7,PTN00568,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00331_PTN00568,7.36707666015625,1.1024791259765625,18.417691650390626,PTN00331,lag-20,B,7750-SR7,PTN00568,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00331_PTN00568,7.36707666015625,1.1024791259765625,18.417691650390626,PTN00331,lag-20,B,7750-SR7,PTN00568,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00331_PTN00568,7.36707666015625,1.1024791259765625,18.417691650390626,PTN00331,lag-20,B,7750-SR7,PTN00568,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN02394_PTN00255,14.0394755859375,1.9789232177734375,46.798251953125,PTN02394,lag-22,B,7750-SR7,PTN00255,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN02394_PTN00255,14.0394755859375,1.9789232177734375,46.798251953125,PTN02394,lag-22,B,7750-SR7,PTN00255,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN02394_PTN00255,14.0394755859375,1.9789232177734375,46.798251953125,PTN02394,lag-22,B,7750-SR7,PTN00255,lag-22,B,7750-SR7,30,1,10,SWT,2022-08-01,Inf 70%
PTN00022_PTN00062,0.15588174438476562,0.05807513427734375,0.5196058146158854,PTN00022,lag-23,A,7750-SR12,PTN00062,lag-23,A,7750-SR12,30,1,10,IDF,2022-08-01,Inf 70%
PTN00022_PTN00062,0.15588174438476562,0.05807513427734375,0.5196058146158854,PTN00022,lag-23,A,7750-SR12,PTN00062,lag-23,A,7750-SR12,30,1,10,IDF,2022-08-01,Inf 70%
PTN00022_PTN00062,0.15588174438476562,0.05807513427734375,0.5196058146158854,PTN00022,lag-23,A,7750-SR12,PTN00062,lag-23,A,7750-SR12,30,1,10,IDF,2022-08-01,Inf 70%
PTN00116_PTN00119,1.207341552734375,1.207341552734375,6.036707763671875,PTN00116,lag-23,A,7750-SR12,PTN00119,lag-23,A,7750-SR12,20,1,10,CTA,2022-08-01,Inf 70%
PTN00116_PTN00119,1.207341552734375,1.207341552734375,6.036707763671875,PTN00116,lag-23,A,7750-SR12,PTN00119,lag-23,A,7750-SR12,20,1,10,CTA,2022-08-01,Inf 70%
PTN01086_PTN02344,1.5100169677734374,1.5100169677734374,7.550084838867186,PTN01086,lag-23,B,7750-SR7,PTN02344,lag-23,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN01086_PTN02344,1.5100169677734374,1.5100169677734374,7.550084838867186,PTN01086,lag-23,B,7750-SR7,PTN02344,lag-23,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00326_PTN00328,0.09333884429931641,0.030691728591918946,0.4666942214965821,PTN00326,lag-20,B,7750-SR7,PTN00328,lag-20,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00326_PTN00328,0.09333884429931641,0.030691728591918946,0.4666942214965821,PTN00326,lag-20,B,7750-SR7,PTN00328,lag-20,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00946_PTN00004,6.77830517578125,0.54016455078125,33.89152587890625,PTN00946,lag-24,B,7750-SR7,PTN00004,lag-24,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00946_PTN00004,6.77830517578125,0.54016455078125,33.89152587890625,PTN00946,lag-24,B,7750-SR7,PTN00004,lag-24,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00098_PTN00097,1.0348218994140626,1.0348218994140626,3.449406331380209,PTN00098,lag-21,B,7750-SR7,PTN00097,lag-21,B,7750-SR7,30,1,10,MED,2022-08-01,Inf 70%
PTN00098_PTN00097,1.0348218994140626,1.0348218994140626,3.449406331380209,PTN00098,lag-21,B,7750-SR7,PTN00097,lag-21,B,7750-SR7,30,1,10,MED,2022-08-01,Inf 70%
PTN00098_PTN00097,1.0348218994140626,1.0348218994140626,3.449406331380209,PTN00098,lag-21,B,7750-SR7,PTN00097,lag-21,B,7750-SR7,30,1,10,MED,2022-08-01,Inf 70%
PTN00326_PTN00321,0.09332474517822266,0.09332474517822266,0.46662372589111334,PTN00326,lag-21,B,7750-SR7,PTN00321,lag-21,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00326_PTN00321,0.09332474517822266,0.09332474517822266,0.46662372589111334,PTN00326,lag-21,B,7750-SR7,PTN00321,lag-21,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00110_PTN00502,17.4402734375,17.4402734375,43.60068359375,PTN00110,lag-22,A,7750-SR12,PTN00502,lag-22,A,7750-SR12,40,1,10,MED,2022-08-01,Inf 70%
PTN00110_PTN00502,17.4402734375,17.4402734375,43.60068359375,PTN00110,lag-22,A,7750-SR12,PTN00502,lag-22,A,7750-SR12,40,1,10,MED,2022-08-01,Inf 70%
PTN00110_PTN00502,17.4402734375,17.4402734375,43.60068359375,PTN00110,lag-22,A,7750-SR12,PTN00502,lag-22,A,7750-SR12,40,1,10,MED,2022-08-01,Inf 70%
PTN00110_PTN00502,17.4402734375,17.4402734375,43.60068359375,PTN00110,lag-22,A,7750-SR12,PTN00502,lag-22,A,7750-SR12,40,1,10,MED,2022-08-01,Inf 70%
PTN00774_PTN01226,1.39092724609375,1.39092724609375,2.7818544921875,PTN00774,lag-25,A,7750-SR12,PTN01226,lag-25,A,7750-SR12,50,1,10,IDF,2022-08-01,Inf 70%
