nom_equipement,port,interface_netwk,isis_level,isis_metric
PTN02329,1/1/2,TO_PTN01812_1/2/7,1,100
PTN00117,2/1/1,TO_PTN00116_3/1/2,1,10
PTN02418,1/3/1,TO_PTN00136_5/1/13,non trouve,non trouve
PTN00909,2/1/1,TO_PTN00056_LAG_21,1,10
PTN01075,1/1/1,TO_PTN02356_LAG21,1,10
PTN00318,1/1/1,TO_PTN00769_2/1/1,1,10
PTN01374,1/1/1,TO_PTN00931_4/2/3,NA,NA
PTN00056,10/2/5,TO_PTN00332_LAG23,1,10
PTN00548,3/2/16,TO_PTN02470_1/1/1,NA,NA
PTN00248,3/2/4,TO_PTN01409_1/1/2,1,100
PTN00118,4/1/10,TO_PTN00837_1/1/1,NA,NA
PTN00463,1/1/3,TO_PTN00649_LAG-22,1,10
PTN00007,7/1/3,TO_PTN00008_LAG_23,1,10
PTN00334,5/1/12,TO_PTN00592_1/1/7,NA,NA
PTN00054,1/2/1,TO_PTN01009_4/1/2,1,100
PTN00666,1/1/1,TO_PTN02454_LAG23,1,10
PTN00644,1/1/3,TO_PTN00258_2/1/3,1,60
PTN01169,1/4/5,TO_PTN00612_LAG-20,non trouve,non trouve
PTN00142,1/1/4,TO_PTN00343_LAG_20,1,10
PTN01447,4/1/3,TO_PTN00121_LAG22,1,10
PTN00326,1/2/51,TO_PTN00940_1/1/1,NA,NA
PTN01274,1/1/7,TO_PTN01087_4/2/1,non trouve,non trouve
PTN00007,2/1/2,TO_PTN00002_LAG22,1,10
PTN00027,2/1/1,TO_PTN00026_LAG20,1,10
PTN00032,2/1/2,TO_PTN00033_LAG20,1,10
PTN00457,1/1/7,TO_PTN00350_5/1/11,NA,NA
PTN00111,1/1/2,TO_PTN00503_LAG_6,1,10
PTN00821,1/1/3,TO_PTN00820_LAG_21,1,10
PTN01351,1/1/7,TO_PTN01078_3/2/9,1,1000
PTN00907,1/1/2,TO_PTN00908_LAG_22,1,10
PTN02449,1/1/1,TO_PTN02442_1/1/2,non trouve,non trouve
PTN00019,2/1/3,TO_PTN00020_LAG_23,1,10
PTN00228,1/1/3,TO_PTN00116_4/1/1,1,645
PTN00022,1/1/1,TO_PTN00021_LAG20,1,11
PTN00042,1/1/1,TO_PTN00041_LAG20,1,10
PTN01812,1/1/2,TO_PTN01813_1/1/1,non trouve,non trouve
PTN00622,1/1/3,TO_PTN00197_LAG25,1,10
PTN01448,2/1/3,TO_PTN01447_LAG21,1,10
PTN01266,1/2/5,TO_PTN00283_2/1/2,1,10
PTN01256,1/5/2,TO_PTN01014_1/4/6,non trouve,non trouve
PTN00136,5/1/2,TO_PTN00039_4/1/3,1,110
PTN02253,1/1/1,TO_PTN01731_1/2/18,non trouve,non trouve
PTN00026,9/1/1,TO_PTN01406_LAG_21,1,20
PTN02245,2/1/4,TO_PTN01728_2/1/1,1,400000
PTN00278,4/1/1,TO_PTN00279_3/1/2,1,100
PTN00332,4/2/1,TO_PTN01465_1/6/1,1,100
PTN00125,4/1/20,TO_PTN01216_1/1/7,NA,NA
PTN01872,1/2/5,TO_PTN00899_4/1/23,1,100
PTN01091,1/1/7,TO_PTN00898_4/2/2,1,100
PTN01417,1/2/2,TO_PTN02394_LAG20,1,100
PTN00248,1/1/4,TO_PTN00250_LAG_21,1,10
PTN00319,1/1/2,TO_PTN00217_LAG24,1,10
PTN00297,2/2/2,TO_PTN00298_2/2/1,1,100
PTN01443,4/2/1,TO_PTN01497_1/1/7,1,1000
PTN00258,6/1/5,TO_PTN00259_LAG20,1,11
PTN00060,3/2/8,TO_PTN01346_1/1/7,non trouve,non trouve
PTN00274,2/1/1,TO_PTN00134_LAG_20,1,10
PTN00046,2/1/1,TO_PTN00005_LAG_25,1,10
PTN00101,4/1/22,TO_PTN00705_1/1/7,NA,NA
PTN01411,2/1/2,TO_PTN00972_LAG22,1,40
PTN00613,1/1/1,TO_PTN02428_LAG-23,1,10
PTN00566,2/1/3,TO_PTN00914_2/1/2,1,10
PTN02370,1/2/1,TO_PTN01444_4/1/9,non trouve,non trouve
PTN00350,5/1/19,TO_PTN02005_1/1/5,1,1000
PTN01469,1/7/4,TO_PTN01765_1/2/4,non trouve,non trouve
PTN00343,4/1/4,TO_PTN00142_LAG_20,1,10
PTN00526,1/1/7,TO_PTN00321_5/1/11,NA,NA
PTN00131,4/1/4,TO_PTN00438_1/6/1,1,100
PTN00096,8/1/4,TO_PTN02245_LAG21,1,10
PTN01994,1/1/2,TO_PTN01837_1/1/7,non trouve,non trouve
PTN00051,5/1/1,TO_PTN01326_1/1/7,NA,NA
PTN00350,5/1/2,TO_PTN02367_3/1/4,1,1000
PTN00131,2/1/2,TO_PTN00057_LAG23,1,10
PTN02182,1/1/1,TO_PTN00012_4/2/10,NA,NA
PTN00027,3/1/3,TO_PTN00026_LAG20,1,10
PTN01402,1/1/2,TO_PTN00907_LAG_23,1,80
PTN00005,1/1/1,TO_PTN00004_1/1/1,1,11
PTN01427,3/2/1,TO_PTN00111_5/1/1,1,110
PTN00135,3/1/21,TO_PTN00673_1/1/7,NA,NA
PTN01082,4/2/17,TO_PTN01845_1/1/1,1,1000
PTN01266,1/3/7,TO_PTN01006_3/2/19,1,400
PTN00353,1/2/51,TO_PTN00991_1/1/1,1,10
PTN00345,2/2/2,TO_PTN00041_4/1/8,1,645
PTN00669,1/5/3,TO_PTN00645_3/2/4,1,1000
PTN00613,4/1/6,TO_PTN01420_1/3/8,1,300
PTN01865,4/2/4,TO_PTN02427_1/1/1,non trouve,non trouve
PTN01732,1/1/1,TO_PTN00923_3/2/1,1,100
PTN00012,5/2/14,TO_PTN00150_1/1/7,NA,NA
PTN00336,4/1/2,TO_PTN00027_LAG27,1,20
PTN00055,3/2/4,TO_PTN00377_1/1/7,non trouve,non trouve
PTN00622,2/1/2,TO_PTN00197_LAG25,1,10
PTN00007,9/1/3,TO_PTN00008_LAG_23,1,10
PTN00115,8/1/4,TO_PTN00282_LAG21,1,10
PTN00807,1/1/7,TO_PTN00331_2/1/9,NA,NA
PTN00105,4/1/2,TO_PTN00100_LAG21,1,10
PTN02406,1/1/2,TO_PTN01086_LAG-21,1,10
PTN02229,1/1/2,TO_PTN00261_4/2/16,non trouve,non trouve
PTN00341,5/2/10,TO_PTN01020_1/1/7,NA,NA
PTN00255,3/1/3,TO_PTN00256_LAG20,1,11
PTN01379,1/1/7,TO_PTN02295_3/2/2,non trouve,non trouve
PTN00498,1/1/7,TO_PTN00037_4/1/19,NA,NA
PTN01169,1/4/2,TO_PTN00612_LAG-20,non trouve,non trouve
PTN01058,1/1/7,TO_PTN00463_4/2/10,non trouve,non trouve
PTN02323,1/2/19,TO_PTN02076_1/1/1,non trouve,non trouve
PTN00567,3/1/4,TO_PTN00568_3/1/4,1,100
PTN00444,1/1/7,TO_PTN00098_SYNCHRO:101,NA,NA
PTN02352,1/2/1,TO_PTN01462_1/6/5,1,100
PTN00617,1/1/7,TO_PTN00144_SYNCHRO:101,NA,NA
PTN00927,2/2/1,TO_PTN01412_1/1/2,1,100
PTN01065,1/1/7,TO_PTN00144_4/2/21,NA,NA
PTN00611,5/1/5,TO_PTN01475_1/1/5,non trouve,non trouve
PTN00897,2/1/1,TO_PTN00646_LAG-23,1,10
PTN00238,3/1/1,TO_PTN00242_1/1/1,1,10
PTN00646,1/1/3,TO_PTN00259_LAG25,1,10
PTN00230,3/2/5,TO_PTN02297_1/1/1,NA,NA
PTN00820,1/1/2,TO_PTN00821_LAG_21,1,10
PTN01452,2/1/2,TO_PTN00278_LAG22,1,10
PTN00489,1/7/3,TO_PTN02181_1/1/1,1,1000
PTN00182,1/8/1,TO_PTN00131_5/1/1,1,200
PTN00282,5/1/19,TO_PTN00693_1/1/7,NA,NA
PTN00835,2/1/1,TO_PTN01003_LAG21,1,10
PTN01086,3/1/2,TO_PTN02344_LAG23,1,10
PTN00209,9/1/4,TO_PTN01407_LAG23,1,10
PTN01081,3/2/13,TO_PTN01227_1/4/8,non trouve,non trouve
PTN00321,2/1/1,TO_PTN00803_LAG20,1,10
PTN01448,1/2/15,TO_PTN01725_1/3/5,1,100
PTN00062,1/1/3,TO_PTN00022_LAG_23,1,10
PTN02366,1/1/4,TO_PTN01411_LAG21,1,100
PTN00041,2/1/3,TO_PTN00110_2/1/3,1,10
PTN00262,5/1/2,TO_PTN01431_1/1/1,1,100
PTN00006,7/1/2,TO_PTN00007_1/1/1,1,10
PTN00601,4/1/1,TO_PTN00350_LAG22,1,10
PTN02392,1/2/5,TO_PTN02283_1/1/1,1,10
PTN02315,1/1/5,TO_PTN00611_5/1/3,1,10
PTN02226,1/1/1,TO_PTN01129_1/5/8,1,1000
PTN00027,9/1/4,TO_PTN00488_LAG30,1,10
PTN01409,1/2/4,TO_PTN01889_1/1/2,1,1000
PTN02466,1/2/2,TO_PTN01460_1/5/2,1,1000
PTN00647,1/1/3,TO_PTN00508_LAG_21,1,10
PTN00463,4/1/7,TO_PTN01058_1/4/8,non trouve,non trouve
PTN00975,4/1/5,TO_PTN02205_1/2/5,1,100
PTN02463,3/1/19,TO_PTN00182_LAG20,1,10
PTN00209,1/1/10,TO_PTN00210_LAG20,1,11
PTN02360,2/1/1,TO_PTN00144_LAG21,1,10
PTN00031,2/1/2,TO_PTN00032_LAG21,1,10
PTN00412,1/1/7,TO_PTN00272_4/1/21,NA,NA
PTN02341,1/1/1,TO_PTN00001_4/1/11,NA,NA
PTN00022,8/1/4,TO_PTN00122_LAG22_WDM_FTTA,1,10
PTN00273,2/1/2,TO_PTN00271_LAG_21,1,10
PTN00203,1/1/3,TO_PTN00202_LAG_20,1,10
PTN00258,6/1/6,TO_PTN00259_LAG20,1,11
PTN00489,1/9/8,TO_PTN02283_LAG20,1,100
PTN00328,1/1/1,TO_PTN00197_LAG24,1,20
PTN01444,2/1/2,TO_PTN00054_LAG24,1,41
PTN01402,5/1/6,TO_PTN01480_1/2/5,1,10
PTN00046,2/1/2,TO_PTN00005_LAG_25,1,10
PTN00112,1/1/2,TO_PTN00113_LAG21_WDM_FTTA,1,10
PTN00127,4/1/1,TO_PTN00126_LAG22_WDM_FTTA,1,10
PTN00825,2/1/4,TO_PTN00820_LAG_20,1,10
PTN02324,1/2/2,TO_PTN01454_1/3/6,1,1000
PTN01779,1/4/3,TO_PTN02228_1/1/3,non trouve,non trouve
PTN00034,2/1/4,TO_PTN00042_LAG_24,1,10
PTN00327,5/1/11,TO_PTN00521_1/1/7,NA,NA
PTN01346,1/3/7,TO_PTN00060_4/1/13,non trouve,non trouve
PTN00538,2/1/4,TO_PTN00766_LAG_20,1,10
PTN00198,2/1/1,TO_PTN00196_LAG_21,1,10
PTN00108,1/1/2,TO_PTN00892_LAG23,1,10
PTN00130,4/1/19,TO_PTN00658_1/1/7,NA,NA
PTN01839,3/1/1,TO_PTN00046_LAG_20,1,10
PTN00318,2/1/1,TO_PTN00770_2/1/1,1,10
PTN00060,3/2/9,TO_PTN01347_1/1/7,NA,NA
PTN00271,4/1/22,TO_PTN00415_1/1/7,NA,NA
PTN01108,1/2/5,TO_PTN00336_4/1/4,1,10
PTN00098,4/1/20,TO_PTN00361_1/1/7,NA,NA
PTN00041,6/1/21,TO_PTN01344_1/1/7,NA,NA
PTN02443,1/2/5,TO_PTN01410_2/1/3,non trouve,non trouve
PTN00008,1/1/1,TO_PTN00009_LAG_24_WDM_FTTA,1,10
PTN00007,10/1/11,TO_PTN00006_1/1/1,1,non trouve
PTN00054,10/1/3,TO_PTN00056_LAG20,1,11
PTN02378,1/2/1,TO_PTN02375_1/1/3,1,100
PTN01455,2/1/3,TO_PTN01445_LAG20,1,10
PTN00835,1/1/1,TO_PTN00319_LAG20,1,10
PTN00567,2/2/4,TO_PTN00568_2/2/4,1,100
PTN00107,3/1/1,TO_PTN00101_4/1/1,1,100
PTN00651,1/2/2,TO_PTN00469_LAG21,1,10
PTN00458,1/1/1,TO_PTN00460_LAG22,1,50
PTN00023,8/1/1,TO_PTN00060_LAG23,1,10
PTN01452,3/2/15,TO_PTN01906_1/4/4,1,200
PTN00254,2/1/2,TO_PTN00260_LAG20,1,10
PTN02323,3/1/20,TO_PTN01451_LAG15,1,50
PTN00568,5/1/6,TO_PTN00877_1/1/7,NA,NA
PTN00835,3/2/2,TO_PTN00323_4/2/1,1,100
PTN00132,1/1/1,TO_PTN00021_LAG22,1,20
PTN02447,2/2/14,TO_PTN01409_1/4/8,1,89
PTN00773,2/1/2,TO_PTN00819_2/1/1,1,10
PTN00481,3/1/1,TO_PTN01108_1/1/5,1,1000
PTN00546,2/1/3,TO_PTN00545_LAG20,1,10
PTN00672,1/1/7,TO_PTN00135_3/1/20,1,100
PTN01084,2/2/9,TO_PTN01261_1/1/7,NA,NA
PTN00007,9/1/4,TO_PTN01727_LAG25,1,10
PTN00616,3/2/1,TO_PTN02357_1/3/1,1,1000
PTN00030,2/1/1,TO_PTN00031_LAG20,1,1000
PTN01465,1/7/1,TO_PTN00332_5/1/1,1,100
PTN01448,3/2/18,TO_PTN01853_1/1/7,1,100
PTN00316,2/1/2,TO_PTN00197_LAG22,1,10
PTN00096,5/1/8,TO_PTN00095_LAG25,1,11
PTN02202,1/1/6,TO_PTN00507_4/1/21,non trouve,non trouve
PTN00103,4/2/17,TO_PTN00096_2/2/17,1,100
PTN01437,1/1/1,TO_PTN01458_1/2/2,1,100
PTN01766,1/2/6,TO_PTN01135_1/2/6,non trouve,non trouve
PTN00592,1/1/7,TO_PTN00334_SYNCHRO:128,NA,NA
PTN01469,1/7/1,TO_PTN00665_LAG_22,1,110
PTN00342,1/1/3,TO_PTN00340_LAG_21,1,10
PTN00646,3/2/1,TO_PTN00897_3/1/2,1,110
PTN00038,3/2/2,TO_PTN00040_4/2/1,1,100
PTN00212,1/1/2,TO_PTN00213_LAG20,1,10
PTN00264,1/1/1,TO_PTN00265_LAG_21,1,10
PTN01192,1/1/7,TO_PTN00028_4/1/20,NA,NA
PTN00188,3/2/19,TO_PTN01390_1/1/7,NA,NA
PTN02358,1/1/1,TO_PTN02007_4/2/17,non trouve,non trouve
PTN00178,1/1/7,TO_PTN00064_3/2/1,NA,NA
PTN00850,2/2/18,TO_PTN00835_4/2/5,1,100
PTN01185,1/4/7,TO_PTN00855_4/2/9,non trouve,non trouve
PTN01210,1/4/3,TO_PTN00895_4/1/8,non trouve,non trouve
PTN00203,2/1/1,TO_PTN00202_LAG_20,1,10
PTN00553,1/1/7,TO_PTN00313_5/1/11,NA,NA
PTN01775,1/3/2,TO_PTN00905_3/2/5,1,1000
PTN01446,4/1/3,TO_PTN02407_LAG21,1,10
PTN00193,1/6/3,TO_PTN02360_3/2/14,1,10
PTN01184,1/3/7,TO_PTN00899_4/2/4,1,100
PTN00486,3/1/2,TO_PTN02373_LAG-23,1,10
PTN02429,1/1/6,TO_PTN01411_4/1/3,1,100
PTN01085,4/1/7,TO_PTN01723_1/2/8,1,1000
PTN00020,1/1/3,TO_PTN00019_LAG_23,1,10
PTN00146,3/2/1,TO_PTN01453_1/1/1,1,100
PTN00938,3/1/1,TO_PTN00119_4/1/1,1,100
PTN00330,5/1/4,TO_PTN00910_3/1/4,1,100
PTN00630,1/1/1,TO_PTN00060_LAG22_WDM_FTTA,1,10
PTN02359,bundle-ppp-1/3.1,TO_PTN01998_bundle-ppp-1/2/1,NA,NA
PTN01405,2/1/1,TO_PTN00210_3/1/2,1,10
PTN00095,5/2/1,TO_PTN00101_2/1/3,1,10
PTN00010,3/2/10,TO_PTN02307_1/1/1,NA,NA
PTN00203,1/1/1,TO_PTN00204_LAG_21,1,10
PTN00498,1/1/7,TO_PTN00037_SYNCHRO:101,NA,NA
PTN01461,1/1/7,TO_PTN01884_1/1/1,1,1000
PTN00329,1/1/2,TO_PTN00804_LAG20,1,10
PTN00992,1/1/1,TO_PTN00902_LAG20,1,10
PTN00481,1/1/3,TO_PTN00482_LAG22,1,10
PTN00209,1/1/5,TO_PTN00210_LAG20,1,11
PTN02285,1/1/5,TO_PTN02284_1/2/5,non trouve,non trouve
PTN00014,10/1/1,TO_PTN00128_LAG22,1,10
PTN00666,1/1/3,TO_PTN00335_LAG22,1,10
PTN00679,3/2/4,TO_PTN00238_6/2/1,1,440
PTN01003,4/1/2,TO_PTN00835_LAG21,1,10
PTN01490,1/1/1,TO_PTN02394_2/2/18,NA,NA
PTN00259,10/1/3,TO_PTN01459_LAG_21,1,10
PTN00218,3/1/4,TO_PTN00327_LAG23,1,70
PTN00194,1/1/7,TO_PTN00188_3/2/20,NA,NA
PTN00351,2/1/3,TO_PTN00354_LAG20,1,10
PTN00538,2/1/3,TO_PTN00767_LAG_21,1,10
PTN00239,1/1/3,TO_PTN00238_LAG20,1,11
PTN00339,1/4/4,TO_PTN00039_4/1/15,non trouve,non trouve
PTN02287,1/2/2,TO_PTN00609_4/1/2,1,200
PTN00146,4/1/1,TO_PTN01453_1/3/1,1,100
PTN00615,4/2/1,TO_PTN00996_1/1/7,NA,NA
PTN00500,1/1/7,TO_PTN00041_SYNCHRO:101,NA,NA
PTN00565,1/1/3,TO_PTN00331_LAG21,1,10
PTN00277,4/1/19,TO_PTN00506_1/1/7,NA,NA
PTN02379,1/1/3,TO_PTN02394_LAG21,1,10
PTN00682,2/2/1,TO_PTN01078_2/2/2,1,100
PTN00447,3/1/19,TO_PTN02364_1/1/7,NA,NA
PTN01380,1/1/7,TO_PTN00062_4/1/18,NA,NA
PTN00705,1/1/7,TO_PTN00101_4/1/22,NA,NA
PTN00735,1/1/7,TO_PTN00248_4/1/19,NA,NA
PTN02205,1/1/3,TO_PTN02193_1/1/3,1,100
PTN02008,1/1/1,TO_PTN02443_LAG20,non trouve,non trouve
PTN01208,1/1/5,TO_PTN00606_2/1/1,1,1000
PTN01410,3/1/1,TO_PTN02367_3/1/9,1,1000
PTN00041,2/2/1,TO_PTN00892_1/1/1,1,100
PTN00192,4/1/14,TO_PTN00629_4/1/14,1,100
PTN01912,1/1/3,TO_PTN02267_1/1/1,NA,NA
PTN00258,9/1/6,TO_PTN02336_LAG-24,1,10
PTN00630,2/1/1,TO_PTN00055_LAG21,1,10
PTN00688,2/2/3,TO_PTN00285_4/2/7,1,100
PTN02283,4/1/2,TO_PTN00484_LAG21,1,10
PTN02320,1/2/5,TO_PTN01103_1/2/6,non trouve,non trouve
PTN00056,10/1/3,TO_PTN00069_2/1/2,1,20
PTN00564,5/2/6,TO_PTN00549_1/1/3,1,10
PTN02172,1/1/7,TO_PTN00485_4/2/12,non trouve,non trouve
PTN00494,1/1/7,TO_PTN00064_5/1/11,NA,NA
PTN01428,2/1/1,TO_PTN00263_LAG22,1,10
PTN00110,8/1/1,TO_PTN02291_1/1/5,non trouve,non trouve
PTN00331,1/1/4,TO_PTN01801_1/1/5,NA,NA
PTN00568,2/1/4,TO_PTN01053_LAG21,1,10
PTN01775,1/4/1,TO_PTN00905_4/2/11,1,1000
PTN00327,1/1/1,TO_PTN00323_LAG22,1,20
PTN00041,10/2/5,TO_PTN00038_LAG_24,1,10
PTN01341,1/4/5,TO_PTN02403_3/1/19,1,10
PTN00207,3/1/19,TO_PTN00654_1/1/7,NA,NA
PTN01457,1/2/1,TO_PTN00447_2/2/1,1,300
PTN00782,1/1/7,TO_PTN00318_5/1/20,NA,NA
PTN00686,2/1/2,TO_PTN00057_LAG27,1,20
PTN01444,1/1/2,TO_PTN02370_1/2/1,non trouve,non trouve
PTN00006,2/1/1,TO_PTN00015_2/1/1,1,20
PTN01312,1/5/5,TO_PTN01314_1/5/5,1,10
PTN01238,1/6/1,TO_PTN00907_3/2/10,1,100
PTN00024,7/1/4,TO_PTN00022_LAG21,1,11
PTN00258,9/2/3,TO_PTN00899_LAG_25,1,10
PTN00365,1/4/2,TO_PTN00100_3/2/13,non trouve,non trouve
PTN00111,3/1/2,TO_PTN00503_LAG_6,1,10
PTN00499,1/1/7,TO_PTN00035_SYNCHRO:101,NA,NA
PTN00125,5/1/4,TO_PTN00774_LAG23,1,10
PTN00067,1/1/4,TO_PTN00057_LAG25,1,10
PTN00205,1/1/3,TO_PTN00204_LAG_20,1,10
PTN02445,1/1/7,TO_PTN00972_3/1/21,non trouve,non trouve
PTN00211,4/1/21,TO_PTN01869_1/1/7,1,1000
PTN00972,1/1/2,TO_PTN02007_LAG21,1,10
PTN02421,1/3/1,TO_PTN01888_1/3/3,1,100
PTN00006,5/1/10,TO_PTN00004_3/1/1,1,10
PTN00647,1/1/2,TO_PTN00508_LAG_21,1,10
PTN01445,1/1/1,TO_PTN00120_LAG21,1,10
PTN00445,1/1/7,TO_PTN00097_SYNCHRO:101,NA,NA
PTN02385,2/1/2,TO_PTN00484_LAG-21,non trouve,non trouve
PTN00130,3/2/2,TO_PTN01053_2/2/3,1,110
PTN00023,3/1/3,TO_PTN00024_LAG20,1,10
PTN00765,1/1/2,TO_PTN00904_LAG20,1,10
PTN00933,1/1/7,TO_PTN00324_5/2/16,NA,NA
PTN01190,1/1/7,TO_PTN00028_4/1/21,NA,NA
PTN02007,1/1/1,TO_PTN02379_LAG22,1,10
PTN00144,4/1/22,TO_PTN01396_1/1/7,NA,NA
PTN00323,2/1/1,TO_PTN00327_LAG22,1,20
PTN01087,1/1/2,TO_PTN01458_LAG21,1,10
PTN00899,4/2/3,TO_PTN01872_1/2/4,1,100
PTN00992,2/1/3,TO_PTN00902_LAG20,1,10
PTN02426,1/1/1,TO_PTN00255_5/1/23,non trouve,non trouve
PTN00130,2/1/1,TO_PTN01053_LAG20,1,10
PTN00059,4/2/1,TO_PTN00054_LAG21,1,10
PTN00794,3/2/8,TO_PTN01246_1/1/7,NA,NA
PTN00899,1/1/1,TO_PTN00608_LAG_21,1,10
PTN00188,2/1/3,TO_PTN00189_LAG_21,non trouve,non trouve
PTN02195,1/1/3,TO_PTN00122_4/2/17,non trouve,non trouve
PTN01085,1/1/1,TO_PTN00911_LAG20,1,10
PTN00544,4/2/4,TO_PTN02204_1/2/3,1,100
PTN02406,1/1/3,TO_PTN01446_LAG-22,1,10
PTN01281,1/2/8,TO_PTN00068_5/1/18,non trouve,non trouve
PTN00609,1/1/2,TO_PTN000259_LAG_22,1,40
PTN00180,1/8/2,TO_PTN02248_1/2/2,1,10
PTN02397,1/4/5,TO_PTN02396_1/4/5,1,1000
PTN01726,3/1/6,TO_PTN01087_3/2/6,1,100
PTN01447,3/2/2,TO_PTN01847_1/3/7,non trouve,non trouve
PTN00130,4/1/20,TO_PTN00628_1/1/7,NA,NA
PTN00766,1/1/1,TO_PTN00259_LAG_23,1,10
PTN02222,1/1/1,TO_PTN00765_3/2/18,NA,NA
PTN00697,1/1/7,TO_PTN00273_4/1/19,NA,NA
PTN00056,2/1/1,TO_PTN00063_LAG24,1,20
PTN00568,4/1/1,TO_PTN00331_LAG20,1,10
PTN00095,1/1/1,TO_PTN00098_LAG20,non trouve,non trouve
PTN00041,10/1/3,TO_PTN00141_LAG_23,1,10
PTN00343,4/1/2,TO_PTN00142_LAG_20,1,10
PTN00250,5/2/1,TO_PTN00251_LAG20,1,11
PTN00248,2/1/2,TO_PTN00249_LAG20_WDM_FTTA,1,10
PTN01845,1/1/2,TO_PTN02048_1/1/1,1,1000
PTN00263,1/1/2,TO_PTN00217_LAG21,1,10
PTN00678,3/2/1,TO_PTN00918_2/2/3,1,100
PTN01366,1/1/7,TO_PTN01257_1/2/7,non trouve,non trouve
PTN01420,1/1/6,TO_PTN02428_LAG21,1,10
PTN00900,2/1/1,TO_PTN00251_LAG23,1,10
PTN00254,1/1/1,TO_PTN00259_LAG27,1,30
PTN00015,1/1/2,TO_PTN00053_LAG_20,1,10
PTN00502,2/1/2,TO_PTN00110_LAG_22,1,10
PTN00461,2/2/2,TO_PTN00893_2/2/2,1,180
PTN00216,8/1/1,TO_PTN00759_1/1/1,1,10
PTN00130,2/1/2,TO_PTN00059_2/1/3,1,100
PTN00210,3/1/1,TO_PTN01401_LAG25,1,10
PTN00006,10/2/4,TO_PTN01075_LAG25,1,20
PTN00102,4/2/14,TO_PTN00347_1/6/1,non trouve,non trouve
PTN00507,4/2/3,TO_PTN00738_1/5/1,1,200
PTN00507,3/1/2,TO_PTN02330_LAG_23,1,10
PTN00568,3/2/17,TO_PTN02072_1/1/7,non trouve,non trouve
PTN00271,1/1/2,TO_PTN00266_LAG_22,1,10
PTN00262,3/1/1,TO_PTN00263_LAG_20,1,11
PTN00041,7/1/3,TO_PTN00042_LAG20,1,10
PTN00758,4/1/1,TO_PTN00217_6/1/1,1,100
PTN00567,3/1/12,TO_PTN01005_1/4/7,non trouve,non trouve
PTN01070,1/1/1,TO_PTN00461_4/2/10,1,1000
PTN00063,5/1/5,TO_PTN00056_LAG24,1,20
PTN00039,4/1/17,TO_PTN00756_1/1/7,NA,NA
PTN00028,1/1/2,TO_PTN00026_LAG24_WDM_FTTA,1,10
PTN02428,1/1/3,TO_PTN00613_LAG-23,1,10
PTN00118,4/1/19,TO_PTN00789_1/1/7,NA,NA
PTN00507,3/1/1,TO_PTN02330_LAG_23,1,10
PTN00854,3/2/1,TO_PTN00855_3/2/1,1,100
PTN00279,3/1/6,TO_PTN01078_3/1/3,1,100
PTN00571,1/1/7,TO_PTN00010_SYNCHRO:101,NA,NA
PTN02443,1/1/2,TO_PTN02008_LAG20,non trouve,non trouve
PTN00855,5/1/6,TO_PTN01185_1/4/7,non trouve,non trouve
PTN00261,4/2/16,TO_PTN02229_1/1/2,non trouve,non trouve
PTN00594,1/1/7,TO_PTN00337_SYNCHRO:101,NA,NA
PTN02283,3/1/1,TO_PTN00489_LAG20,1,100
PTN00637,bundle-ppp-1/6.3,TO_PTN01769_bundle-ppp-1/2/1,NA,NA
PTN00738,1/1/7,TO_PTN00507_4/2/1,1,300
PTN00825,4/2/9,TO_PTN02056_1/1/1,NA,NA
PTN01500,1/3/7,TO_PTN01497_LAG1,1,1000
PTN01428,1/1/2,TO_PTN00262_LAG23,1,10
PTN02259,1/2/5,TO_PTN00610_5/1/1,NA,NA
PTN00337,5/1/12,TO_PTN00594_1/1/7,NA,NA
PTN00576,1/1/7,TO_PTN00019_4/1/19,NA,NA
PTN02228,1/1/1,TO_PTN01779_1/2/1,non trouve,non trouve
PTN00209,3/1/1,TO_PTN01407_LAG23,1,10
PTN00026,9/2/3,TO_PTN00028_LAG24_WDM_FTTA,1,10
PTN00131,1/1/4,TO_PTN00057_LAG23,1,10
PTN00228,5/1/2,TO_PTN00229_LAG_20,1,10
PTN00044,2/1/2,TO_PTN00043_LAG_20,1,10
PTN01325,1/4/8,TO_PTN00101_4/2/21,1,100
PTN00110,10/1/1,TO_PTN00343_LAG_21,1,20
PTN00894,4/2/3,TO_PTN01827_1/1/1,non trouve,non trouve
PTN00009,2/1/2,TO_PTN00008_LAG_24_WDM_FTTA,1,10
PTN00002,2/1/1,TO_PTN00001_LAG_26_WDM_FTTA,1,10
PTN01407,2/1/2,TO_PTN00209_LAG23,1,10
PTN00462,4/1/3,TO_PTN00111_LAG21,1,10
PTN00935,2/1/1,TO_PTN00238_1/1/3,1,10
PTN00173,1/6/2,TO_PTN02295_1/2/1,1,10
PTN02205,1/3/2,TO_PTN02193_1/1/1,1,100
PTN01932,1/1/1,TO_PTN00102_1/1/4,NA,NA
PTN00399,1/1/7,TO_PTN01444_4/1/1,NA,NA
PTN01351,1/5/8,TO_PTN00682_3/2/9,1,400
PTN00216,9/1/5,TO_PTN00218_LAG21,1,10
PTN00871,1/4/8,TO_PTN00330_5/2/8,non trouve,non trouve
PTN00666,4/2/18,TO_PTN02051_1/1/3,1,100
PTN01847,1/1/8,TO_PTN01848_1/1/7,1,100
PTN01724,1/1/4,TO_PTN02074_1/1/7,NA,NA
PTN00116,2/1/3,TO_PTN00118_1/1/2,1,10
PTN01279,1/1/7,TO_PTN01275_1/2/7,NA,NA
