nom_equipement,port,interface_netwk,isis_level,isis_metric
PTN00467,1/1/8,TO_PTN00694_1/3/4,NA,NA
PTN00904,1/1/2,TO_PTN01401_LAG21,1,10
PTN00447,3/1/6,TO_PTN00103_4/1/6,1,100
PTN00507,3/2/11,TO_PTN02261_1/1/1,1,90
PTN02385,3/1/21,TO_PTN00816_1/5/8,1,10
PTN01455,4/1/2,TO_PTN01835_1/1/7,1,100
PTN00016,7/1/4,TO_PTN00187_LAG_21,1,10
PTN01267,1/2/7,TO_PTN01268_1/1/7,NA,NA
PTN01087,5/1/2,TO_PTN00566_LAG20,1,10
PTN02343,1/1/1,TO_PTN01458_LAG-23,1,10
PTN00249,1/1/2,TO_PTN00248_LAG20_WDM_FTTA,1,10
PTN01869,1/1/7,TO_PTN00211_4/1/21,1,1000
PTN01113,1/4/6,TO_PTN00334_5/1/8,1,100
PTN00608,2/1/3,TO_PTN00899_LAG_21,1,10
PTN01004,1/2/8,TO_PTN00255_7/2/18,1,100
PTN00048,1/1/1,TO_PTN00047_LAG20,1,10
PTN01906,1/3/4,TO_PTN02389_1/1/1,NA,NA
PTN02428,2/1/1,TO_PTN00613_LAG-23,1,10
PTN00908,2/1/1,TO_PTN00907_LAG_22,1,10
PTN00145,3/1/16,TO_PTN02312_1/1/1,NA,NA
PTN02234,1/2/8,TO_PTN01209_1/4/8,1,1000
PTN00610,2/1/2,TO_PTN00259_LAG_24,1,10
PTN00823,2/1/3,TO_PTN00209_LAG-24,1,10
PTN00609,4/2/1,TO_PTN01131_1/1/7,1,1000
PTN00817,1/2/5,TO_PTN02385_4/1/12,non trouve,non trouve
PTN00277,4/1/6,TO_PTN00959_1/3/7,NA,NA
PTN00005,9/1/3,TO_PTN00010_LAG24_WDM_FTTA,1,10
PTN00685,1/1/1,TO_PTN00692_LAG21,1,10
PTN01312,1/5/4,TO_PTN01314_1/5/4,1,10
PTN00931,2/2/4,TO_PTN00930_2/2/4,1,645
PTN01416,1/1/1,TO_PTN00922_2/2/2,1,100
PTN00332,3/1/3,TO_PTN00056_LAG23,1,10
PTN00822,3/1/1,TO_PTN00665_LAG_20,1,10
PTN01845,1/1/1,TO_PTN01082_4/2/17,1,1000
PTN00212,2/1/2,TO_PTN00211_LAG21,1,10
PTN00103,3/2/2,TO_PTN00447_2/2/5,1,100
PTN00334,3/2/10,TO_PTN01114_1/1/7,NA,NA
PTN02407,2/1/3,TO_PTN01446_LAG21,1,10
PTN01073,1/1/7,TO_PTN00461_3/2/14,non trouve,non trouve
PTN00593,1/1/7,TO_PTN00337_5/1/11,NA,NA
PTN00313,5/1/23,TO_PTN01275_1/1/7,NA,NA
PTN00220,2/1/1,TO_PTN00221_1/1/1,1,10
PTN02202,1/1/2,TO_PTN01850_1/1/1,non trouve,non trouve
PTN01826,1/1/1,TO_PTN00972_3/2/16,NA,NA
PTN02318,1/1/1,TO_PTN00646_4/1/14,non trouve,non trouve
PTN00637,1/1/7,TO_PTN00341_5/1/11,NA,NA
PTN00054,10/2/1,TO_PTN00056_LAG20,1,11
PTN00132,4/1/21,TO_PTN01204_1/1/7,NA,NA
PTN00024,2/1/2,TO_PTN00014_2/1/2,1,10
PTN01200,1/1/7,TO_PTN00120_6/1/1,NA,NA
PTN00256,7/1/5,TO_PTN01411_LAG24,1,10
PTN02174,1/1/1,TO_PTN00908_3/2/6,NA,NA
PTN01426,3/1/2,TO_PTN01800_1/1/7,NA,NA
PTN00725,1/1/5,TO_PTN00209_6/1/3,non trouve,non trouve
PTN02421,1/1/5,TO_PTN00096/10/1/8,1,10
PTN00764,2/1/3,TO_PTN00767_LAG_20,1,10
PTN00461,1/2/1,TO_PTN00458_LAG21,1,10
PTN00651,1/2/4,TO_PTN00042_LAG22,1,10
PTN00056,9/1/2,TO_PTN00054_LAG20,1,11
PTN00350,5/1/11,TO_PTN00457_1/1/7,NA,NA
PTN00054,5/1/1,TO_PTN00059_LAG21,1,10
PTN00110,2/1/7,TO_PTN01077_LAG24,1,10
PTN00096,9/2/3,TO_PTN00344_2/2/3,1,625
PTN00557,2/2/1,TO_PTN00549_2/2/4,1,645
PTN00204,3/1/19,TO_PTN00655_1/1/7,NA,NA
PTN00282,5/1/20,TO_PTN00762_1/1/7,NA,NA
PTN01008,3/2/1,TO_PTN01310_1/1/7,non trouve,non trouve
PTN02382,1/2/5,TO_PTN00124_4/1/2,1,10
PTN00773,3/1/1,TO_PTN01456_LAG23,1,10
PTN00251,2/1/1,TO_PTN00247_LAG_22,1,10
PTN00134,1/1/1,TO_PTN00133_LAG_21,1,10
PTN00908,3/2/6,TO_PTN02174_1/1/1,NA,NA
PTN02283,1/1/2,TO_PTN01076_1/2/5,1,50
PTN00210,6/1/2,TO_PTN00209_LAG20,1,11
PTN02367,3/1/6,TO_PTN01410_1/2/4,1,1000
PTN01448,3/2/14,TO_PTN01767_1/4/8,1,100
PTN00809,4/2/1,TO_PTN01250_1/1/7,NA,NA
PTN00608,1/1/3,TO_PTN00606_LAG_22,1,10
PTN01443,2/1/3,TO_PTN01911_1/1/1,1,1000
PTN00121,3/1/4,TO_PTN01447_LAG22,1,10
PTN00466,2/1/1,TO_PTN00650_LAG22,1,10
PTN00145,1/1/1,TO_PTN00144_LAG20,1,10
PTN01570,1/2/5,TO_PTN01571_1/1/5,NA,NA
PTN02464,1/1/1,TO_PTN00048_LAG22,1,10
PTN00611,1/1/4,TO_PTN000612_LAG_22,1,10
PTN00259,4/1/1,TO_PTN01779_1/2/5,1,10
PTN00100,3/2/13,TO_PTN00365_1/4/2,non trouve,non trouve
PTN00351,1/1/1,TO_PTN00350_LAG21,1,10
PTN00251,2/1/3,TO_PTN00247_LAG_22,1,10
PTN01443,3/2/4,TO_PTN00068_5/1/2,1,100
PTN01727,1/2/1,TO_PTN00180_1/5/7,1,200
PTN00133,1/1/4,TO_PTN00134_LAG_21,1,10
PTN01461,1/2/6,TO_PTN01452_LAG21,1,100
PTN00313,5/1/12,TO_PTN00554_1/1/7,NA,NA
PTN00480,1/1/3,TO_PTN00259_LAG26,1,20
PTN00859,1/4/8,TO_PTN00469_3/2/18,non trouve,non trouve
PTN01008,1/2/1,TO_PTN00283_LAG21,1,10
PTN01071,1/4/1,TO_PTN01070_1/1/2,1,1000
PTN00343,2/1/1,TO_PTN00110_LAG_21,1,20
PTN00256,3/1/2,TO_PTN00255_LAG20,1,11
PTN00920,2/1/3,TO_PTN02367_LAG22,1,80
PTN00343,4/1/1,TO_PTN00110_LAG_21,1,20
PTN01447,2/1/1,TO_PTN01448_LAG21,1,10
PTN00931,4/2/3,TO_PTN01374_1/1/1,NA,NA
PTN01812,1/2/1,TO_PTN02329_1/1/1,1,100
PTN00795,2/2/1,TO_PTN00794_2/2/1,1,100
PTN00545,2/1/3,TO_PTN00316_LAG21,1,10
PTN00044,1/1/1,TO_PTN01839_LAG_21,1,10
PTN02407,1/1/2,TO_PTN01446_LAG21,1,10
PTN00651,3/2/20,TO_PTN01100_1/3/7,NA,NA
PTN00460,2/2/17,TO_PTN00458_3/2/15:110,1,100
PTN00205,1/1/2,TO_PTN00206_LAG_21,1,10
PTN02008,1/1/6,TO_PTN02443_LAG20,non trouve,non trouve
PTN00109,2/1/4,TO_PTN00699_1/1/8,non trouve,non trouve
PTN01448,1/1/1,TO_PTN01447_LAG21,1,10
PTN00057,3/1/1,TO_PTN00067_LAG25,1,10
PTN02365,1/1/7,TO_PTN01457_3/1/21,NA,NA
PTN02449,1/1/5,TO_PTN02442_1/2/1,non trouve,non trouve
PTN00507,4/1/15,TO_PTN00737_1/6/1,1,200
PTN00180,1/7/2,TO_PTN02248_1/2/1,1,10
PTN00481,1/1/1,TO_PTN00896_LAG20,1,50
PTN00026,3/2/9,TO_PTN00906_3/1/2,1,100
PTN00897,2/2/2,TO_PTN00646_4/1/1,1,110
PTN02385,2/1/3,TO_PTN00484_LAG24,1,10
PTN00210,1/1/2,TO_PTN00822_LAG_21,1,10
PTN00727,1/1/7,TO_PTN00211_4/1/19,NA,NA
PTN00644,2/1/2,TO_PTN00897_LAG-21,1,10
PTN00240,2/2/5,TO_PTN00559_2/2/3,1,100
PTN00285,5/1/2,TO_PTN00688_3/1/1,1,100
PTN01828,1/1/2,TO_PTN01411_3/2/2,1,100
PTN00820,2/1/3,TO_PTN00821_LAG_21,1,10
PTN00141,4/2/18,TO_PTN00369_1/3/4,non trouve,non trouve
PTN01402,1/1/1,TO_PTN00907_LAG_23,1,80
PTN00509,4/1/10,TO_PTN01881_1/3/8,non trouve,non trouve
PTN01350,1/1/7,TO_PTN01351_1/2/7,1,1000
PTN00142,1/1/2,TO_PTN00141_LAG_21,1,10
PTN01458,1/1/1,TO_PTN01087_LAG21,1,10
PTN01291,1/1/7,TO_PTN00001_4/2/12,NA,NA
PTN01452,1/2/5,TO_PTN01461_LAG21,1,100
PTN02344,3/1/1,TO_PTN01438_1/1/3,1,10
PTN00033,2/1/1,TO_PTN00027_LAG23,1,10
PTN00932,1/1/3,TO_PTN00930_3/1/3,1,645
PTN00057,3/1/2,TO_PTN01086_1/1/1,1,10
PTN01870,1/2/5,TO_PTN02404_1/1/6,1,10
PTN00326,2/1/1,TO_PTN00321_LAG21,1,10
PTN01828,1/2/1,TO_PTN01411_1/2/17,1,100
PTN01480,1/4/8,TO_PTN02372_1/1/4,1,100
PTN00299,1/1/2,TO_PTN01963_1/4/1,NA,NA
PTN00271,1/1/3,TO_PTN00266_LAG_22,1,10
PTN00241,2/1/1,TO_PTN00239_1/1/1,1,10
PTN00507,4/1/22,TO_PTN02202_1/2/1,non trouve,non trouve
PTN00271,4/1/23,TO_PTN01882_1/1/1,non trouve,non trouve
PTN00315,1/1/1,TO_PTN00262_2/1/2:4,1,1000
PTN00255,7/2/18,TO_PTN01004_1/2/8,1,100
PTN00814,1/1/7,TO_PTN00480_4/2/7,non trouve,non trouve
PTN01266,1/1/7,TO_PTN01006_3/2/9,1,400
PTN00313,5/1/22,TO_PTN01260_1/1/7,NA,NA
PTN00191,2/1/1,TO_PTN00192_LAG_21,non trouve,non trouve
PTN00332,5/1/1,TO_PTN01465_1/7/1,1,100
PTN00567,3/1/3,TO_PTN00054_3/1/3,1,161
PTN00426,1/1/7,TO_PTN00427_1/3/7,NA,NA
PTN00774,10/1/8,TO_PTN00773_LAG20,1,10
PTN01201,1/1/7,TO_PTN00064_5/1/13,non trouve,non trouve
PTN00103,4/2/3,TO_PTN02387_1/1/1,non trouve,non trouve
PTN00238,6/2/1,TO_PTN00679_3/2/4,1,440
PTN00773,2/1/1,TO_PTN02464_LAG25,1,10
PTN00251,1/1/2,TO_PTN000612_LAG_21,1,10
PTN00039,4/1/20,TO_PTN00339_1/1/7,non trouve,non trouve
PTN00024,9/1/1,TO_PTN00020_LAG_24_WDM_FTTA,1,10
PTN00910,2/2/2,TO_PTN00330_4/2/6,1,100
PTN00130,3/1/2,TO_PTN01053_LAG20,1,10
PTN01791,1/3/7,TO_PTN00914_3/2/15,1,100
PTN00026,3/1/2,TO_PTN01406_LAG_21,1,20
PTN00611,2/1/4,TO_PTN000609_LAG_21,1,10
PTN00267,4/2/3,TO_PTN00272_LAG21,1,30
PTN00341,1/1/2,TO_PTN00502_LAG_20,1,10
PTN00196,8/1/2,TO_PTN00198_LAG_21,1,10
PTN00992,2/1/2,TO_PTN00622_LAG21,1,10
PTN01446,4/1/1,TO_PTN02406_LAG22,1,10
PTN01461,1/2/1,TO_PTN01452_LAG21,1,100
PTN02183,1/1/1,TO_PTN02232_1/2/1,1,100
PTN00334,3/2/9,TO_PTN01113_1/1/7,1,100
PTN00481,4/2/15,TO_PTN00829_1/4/8,non trouve,non trouve
PTN01456,1/1/3,TO_PTN00146_LAG20,1,10
PTN01081,3/2/12,TO_PTN01340_1/4/8,non trouve,non trouve
PTN00066,4/1/19,TO_PTN00493_1/1/7,NA,NA
PTN00255,2/1/3,TO_PTN02394_LAG22,1,10
PTN00227,5/1/4,TO_PTN00667_LAG20,1,10
PTN00216,9/1/4,TO_PTN00218_LAG21,1,10
PTN00216,9/1/6,TO_PTN00218_LAG21,1,10
PTN00846,1/1/7,TO_PTN00207_3/2/21,non trouve,non trouve
PTN00050,2/1/2,TO_PTN00774_LAG22,1,10
PTN00115,7/1/1,TO_PTN00116_LAG25,1,10
PTN00146,1/1/1,TO_PTN00145_LAG21,1,10
PTN01443,3/2/1,TO_PTN00068_4/1/1,1,100
PTN00217,9/1/2,TO_PTN00319_LAG24,1,10
PTN00509,2/1/1,TO_PTN00508_LAG_20,1,100
PTN00484,1/1/1,TO_PTN02385_LAG24,1,10
PTN00743,1/1/7,TO_PTN00323_5/1/21,NA,NA
PTN00910,2/1/2,TO_PTN00330_LAG_21,1,10
PTN00616,2/1/1,TO_PTN00120_2/1/1,1,10
PTN02379,1/1/2,TO_PTN02394_LAG21,1,10
PTN00904,2/1/2,TO_PTN00765_LAG20,1,10
PTN00108,2/1/1,TO_PTN01452_LAG24 ,1,10
PTN00466,4/1/13,TO_PTN00649_4/1/5,1,100
PTN00120,6/1/20,TO_PTN00799_1/1/7,1,100
PTN00107,3/1/10,TO_PTN00711_1/1/7,NA,NA
PTN00189,2/1/1,TO_PTN00191_LAG_20,non trouve,non trouve
PTN00332,3/1/4,TO_PTN00056_LAG23,1,10
PTN00862,1/3/7,TO_PTN00692_4/1/1,1,100
PTN01075,2/1/4,TO_PTN02323_LAG23,1,10
PTN00793,3/2/2,TO_PTN00794_2/2/4,1,100
PTN00189,2/1/2,TO_PTN00191_LAG_20,non trouve,non trouve
PTN00463,4/1/3,TO_PTN01057_LAG24,non trouve,non trouve
PTN00133,4/1/19,TO_PTN00539_1/1/7,NA,NA
PTN01348,1/3/7,TO_PTN01865_4/2/8,NA,NA
PTN00218,7/1/2,TO_PTN00325_LAG24,1,10
PTN01409,1/1/8,TO_PTN02447_3/1/19,1,89
PTN00646,4/1/6,TO_PTN00897_3/1/5,1,110
PTN00255,5/2/12,TO_PTN01814_1/1/7,non trouve,non trouve
PTN00095,1/2/2,TO_PTN00278_3/1/1,1,645
PTN00446,3/2/20,TO_PTN00977_1/3/7,1,10000
PTN00215,2/1/1,TO_PTN00214_LAG20,non trouve,non trouve
PTN00060,4/2/4,TO_PTN01277_1/1/7,non trouve,non trouve
PTN02209,1/1/1,TO_PTN00630_3/2/21,NA,NA
PTN01426,2/1/4,TO_PTN00262_Lag-21,1,10
PTN00019,2/1/2,TO_PTN00018_LAG_24_WDM_FTTA,1,40
PTN00472,1/1/7,TO_PTN00189_4/1/19,NA,NA
PTN02194,1/2/7,TO_PTN00679_3/2/11,1,100
PTN00341,1/1/3,TO_PTN00502_LAG_20,1,10
PTN02385,1/1/4,TO_PTN00484_LAG24,1,10
PTN00004,6/1/19,TO_PTN01333_1/1/7,NA,NA
PTN00216,2/1/3,TO_PTN00218_LAG21,1,10
PTN00618,1/2/8,TO_PTN00331_5/1/14,non trouve,non trouve
PTN00229,1/1/1,TO_PTN00227_LAG_21,1,10
PTN00905,2/1/2,TO_PTN00906_LAG_21,1,10
PTN00279,2/2/4,TO_PTN00278_3/2/4,1,100
PTN01456,2/2/1,TO_PTN00046_3/1/2,1,645
PTN00446,5/1/1,TO_PTN02245_3/1/20,1,200
PTN01452,2/1/1,TO_PTN00108_LAG24,1,10
PTN00112,2/1/2,TO_PTN00113_LAG21_WDM_FTTA,1,10
PTN00027,1/1/2,TO_PTN00483_LAG25,1,10
PTN00187,1/1/1,TO_PTN00016_LAG21,1,10
PTN00096,2/1/1,TO_PTN00099_LAG23_WDM_FTTA,1,30
PTN00250,1/1/3,TO_PTN00248_LAG_21,1,10
PTN01087,4/1/9,TO_PTN01274_1/4/7,non trouve,non trouve
PTN00645,1/2/3,TO_PTN00895_LAG_21,1,10
PTN00123,2/1/1,TO_PTN00124_LAG21,1,1000
PTN01769,bundle-ppp-1/2.1,TO_PTN00637_bundle-ppp-1/6/3,NA,NA
PTN00109,4/1/1,TO_PTN00039_LAG_20,1,10
PTN01208,1/2/5,TO_PTN02234_1/1/5,1,1000
PTN00197,7/1/5,TO_PTN00622_LAG25,1,10
PTN00285,4/2/7,TO_PTN00688_2/2/3,1,100
PTN01347,1/1/7,TO_PTN00060_3/2/9,NA,NA
PTN00285,4/2/1,TO_PTN00283_4/2/1,1,130
PTN00041,3/1/2,TO_PTN00110_3/1/2,1,10
PTN01412,1/1/1,TO_PTN00523_LAG24,1,100
PTN00580,1/1/7,TO_PTN00124_3/1/19,NA,NA
PTN00274,5/1/1,TO_PTN00753_1/1/7,NA,NA
PTN02406,1/2/15,TO_PTN01441_LAG-1,1,1
PTN00223,1/1/1,TO_PTN00222_2/1/1,1,10
PTN00647,1/1/1,TO_PTN00508_LAG_21,1,10
PTN01458,1/1/3,TO_PTN01087_LAG21,1,10
PTN00229,3/1/20,TO_PTN01062_1/1/7,NA,NA
PTN00024,9/1/2,TO_PTN02350_1/1/5,1,10
PTN00611,5/1/1,TO_PTN000612_LAG_22,1,10
PTN00665,5/1/1,TO_PTN02377_LAG_23,1,10
PTN00064,5/1/11,TO_PTN00494_1/1/7,NA,NA
PTN01841,1/1/1,TO_PTN00484_4/2/6,non trouve,non trouve
PTN01057,1/4/1,TO_PTN00463_LAG24,non trouve,non trouve
PTN02242,1/3/1,TO_PTN00767_3/2/14,non trouve,non trouve
PTN00229,3/2/17,TO_PTN01400_LAG22,non trouve,non trouve
PTN02218,1/1/4,TO_PTN00667_4/2/5,non trouve,non trouve
PTN00488,1/1/1,TO_PTN00258_2/1/2,1,100
PTN00462,1/2/2,TO_PTN00111_LAG21,1,10
PTN01444,4/1/1,TO_PTN00399_1/1/7,NA,NA
PTN01459,1/1/4,TO_PTN00895_LAG_20,1,10
PTN00911,4/2/4,TO_PTN01702_1/1/7,NA,NA
PTN00611,5/1/6,TO_PTN01761_1/2/5,1,10
PTN02313,1/1/1,TO_PTN00648_4/2/12,1,1000
PTN00248,3/2/5,TO_PTN00901_2/2/6,1,100
PTN00199,2/1/2,TO_PTN00198_LAG_20,1,10
PTN00648,1/1/4,TO_PTN01402_LAG_21,1,40
PTN01452,1/2/1,TO_PTN01460_LAG23,1,100
PTN01765,1/2/1,TO_PTN01817_1/1/1,non trouve,non trouve
PTN01082,4/1/24,TO_PTN01845_1/2/8,1,1000
PTN00126,2/1/3,TO_PTN01226_LAG23,1,40
PTN00039,4/1/10,TO_PTN00136_5/2/5,1,110
PTN00851,2/2/7,TO_PTN00835_2/2/7,1,100
PTN00342,3/1/6,TO_PTN01036_1/1/7,non trouve,non trouve
PTN01087,4/2/2,TO_PTN01394_1/1/7,NA,NA
PTN00612,2/1/1,TO_PTN000251_LAG_21,1,10
PTN00555,1/1/7,TO_PTN00318_5/1/11,NA,NA
PTN01420,1/3/1,TO_PTN02428_LAG21,1,10
PTN00207,1/1/3,TO_PTN00206_LAG_20,1,10
PTN02464,2/1/4,TO_PTN00773_LAG25,1,10
PTN00644,1/1/1,TO_PTN00485_LAG-20,1,10
PTN00325,1/1/1,TO_PTN00329_LAG21,1,10
PTN00569,1/1/7,TO_PTN00047_3/1/11,NA,NA
PTN00584,1/1/7,TO_PTN00012_4/1/19,NA,NA
PTN00191,2/1/3,TO_PTN00192_LAG_21,non trouve,non trouve
PTN02389,1/1/1,TO_PTN01906_1/3/4,NA,NA
PTN00447,2/2/16,TO_PTN01257_1/4/4,non trouve,non trouve
PTN00064,1/1/2,TO_PTN00067_LAG24,1,10
PTN00327,2/1/2,TO_PTN00218_LAG23,1,70
PTN00578,1/1/7,TO_PTN00008_4/1/11,NA,NA
PTN02463,1/1/1,TO_PTN00057_LAG22,1,200
PTN00897,3/1/2,TO_PTN00646_3/2/1,1,110
PTN00629,3/2/1,TO_PTN00192_3/2/1,1,100
PTN00350,5/2/1,TO_PTN02005_1/1/1,1,1000
PTN00334,3/1/2,TO_PTN00026_LAG26,1,10
PTN00266,7/2/2,TO_PTN00255_LAG21,1,20
PTN00008,1/1/2,TO_PTN00009_LAG_24_WDM_FTTA,1,10
PTN00501,1/1/7,TO_PTN00034_SYNCHRO:101,NA,NA
PTN01260,1/1/7,TO_PTN00313_5/1/22,NA,NA
PTN00915,2/1/1,TO_PTN00120_1/1/2,1,10
PTN00095,10/2/5,TO_PTN00096_LAG25,1,11
PTN00022,2/1/3,TO_PTN00024_LAG21,1,11
PTN00059,5/2/2,TO_PTN00057_LAG20,1,11
PTN02383,1/2/5,TO_PTN00001_3/1/4,1,10
PTN02355,1/3/1,TO_PTN00343_5/1/19,non trouve,non trouve
PTN00242,3/1/20,TO_PTN00432_1/1/7,NA,NA
PTN01082,3/2/14,TO_PTN01866_1/2/2,non trouve,non trouve
PTN00773,1/1/4,TO_PTN01931_LAG_21,1,10
PTN00259,9/1/1,TO_PTN00610_LAG_24,1,10
PTN00063,3/1/18,TO_PTN01102_1/6/7,non trouve,non trouve
PTN00218,2/1/2,TO_PTN00217_LAG22,1,11
PTN00121,2/1/2,TO_PTN01447_LAG22,1,10
PTN00197,2/1/1,TO_PTN00207_LAG_23,non trouve,non trouve
PTN00543,1/1/2,TO_PTN00540_1/1/2,1,60
PTN00773,1/1/2,TO_PTN00774_LAG20,1,10
PTN01033,1/1/7,TO_PTN00651_3/2/21,NA,NA
PTN00250,9/1/2,TO_PTN01731_LAG24,1,10
PTN00895,2/1/1,TO_PTN00645_LAG_21,1,10
PTN00066,4/1/20,TO_PTN01336_1/1/7,non trouve,non trouve
PTN02348,1/1/8,TO_PTN00608_3/2/1,non trouve,non trouve
PTN00209,2/1/1,TO_PTN00215_LAG21,1,10
PTN00854,1/1/1,TO_PTN00253_LAG22,1,10
PTN00104,4/2/7,TO_PTN01307_1/4/1,non trouve,non trouve
PTN01731,2/2/2,TO_PTN01873_1/2/1,non trouve,non trouve
PTN00240,3/2/3,TO_PTN00680_2/2/1,1,300
PTN00034,1/2/51,TO_PTN00276_1/2/1,NA,NA
PTN00039,3/1/4,TO_PTN01318_1/1/7,non trouve,non trouve
PTN00005,6/1/11,TO_PTN01255_1/1/7,NA,NA
PTN00205,2/1/2,TO_PTN00204_LAG_20,1,10
PTN00024,7/1/9,TO_PTN00023_LAG20,1,10
PTN00054,5/1/5,TO_PTN00059_LAG21,1,10
PTN00920,3/2/7,TO_PTN00255_5/2/16,1,100
PTN01060,1/1/7,TO_PTN00001_4/2/21,NA,NA
PTN00141,1/1/3,TO_PTN00142_LAG_21,1,10
PTN00503,2/1/3,TO_PTN00111_LAG_6,1,10
PTN00262,2/1/4,TO_PTN01428_LAG23,1,10
PTN00238,2/1/1,TO_PTN00240_1/1/1,1,50
PTN00895,1/1/2,TO_PTN01459_LAG_20,1,10
PTN02429,1/1/4,TO_PTN01824_1/1/1,1,100
PTN00111,6/1/1,TO_PTN01427_4/1/1,1,110
PTN00650,2/1/1,TO_PTN00466_LAG22,1,10
PTN00293,1/2/6,TO_PTN00379_1/2/1,NA,NA
PTN00133,5/1/3,TO_PTN00041_LAG_22,1,40
PTN00523,4/1/3,TO_PTN02191_1/3/8,1,1000
PTN00721,1/1/7,TO_PTN00142_3/2/19,non trouve,non trouve
PTN00326,1/1/2,TO_PTN00328_LAG20,1,10
PTN00773,8/1/4,TO_PTN00629_LAG24,1,10
PTN02442,1/1/8,TO_PTN02449_1/1/4,non trouve,non trouve
PTN00974,4/1/8,TO_PTN00679_4/1/8,1,1000
PTN02379,2/2/16,TO_PTN01414_1/2/8,1,10
PTN01147,1/1/7,TO_PTN02007_4/2/3,non trouve,non trouve
PTN01457,3/1/1,TO_PTN00447_3/1/1,1,300
PTN00196,7/1/1,TO_PTN00546_LAG23,1,10
PTN01381,1/3/8,TO_PTN00164_1/4/8,NA,NA
PTN00190,1/6/3,TO_PTN02256_1/1/1,NA,NA
PTN01167,1/1/7,TO_PTN00850_3/2/9,NA,NA
PTN00013,4/1/16,TO_PTN01155_1/1/7,NA,NA
PTN00067,1/1/1,TO_PTN00057_LAG25,1,10
PTN01859,1/1/7,TO_PTN01448_3/1/20,NA,NA
PTN02359,bundle-ppp-1/3.6,TO_PTN01980_bundle-ppp-1/2/1,NA,NA
PTN00123,1/1/3,TO_PTN00124_LAG21,1,1000
PTN01410,1/2/1,TO_PTN02367_3/1/5,1,1000
PTN01122,1/1/7,TO_PTN00771_4/2/1,NA,NA
PTN00022,7/1/2,TO_PTN00062_LAG_23,1,10
PTN00458,4/2/9,TO_PTN01015_1/1/7,non trouve,non trouve
PTN00133,2/1/4,TO_PTN02245_LAG20,1,40
PTN00199,2/1/1,TO_PTN00198_LAG_20,1,10
PTN00589,1/1/7,TO_PTN00050_3/1/19,NA,NA
PTN01908,1/1/1,TO_PTN00508_4/2/4,non trouve,non trouve
PTN00252,6/2/17,TO_PTN00403_1/1/7,1,100
PTN00012,4/2/10,TO_PTN02182_1/1/1,NA,NA
PTN00486,3/1/3,TO_PTN00488_LAG21,1,10
PTN01410,1/2/17,TO_PTN02440_1/1/1,non trouve,non trouve
PTN00932,2/1/1,TO_PTN00930_2/2/1,1,645
PTN00760,4/2/1,TO_PTN01301_1/1/7,NA,NA
PTN00508,1/1/3,TO_PTN00509_LAG_20,1,100
PTN00296,2/2/6,TO_PTN01444_3/2/5,1,100
PTN00502,1/1/1,TO_PTN00110_LAG_22,1,10
PTN00017,4/1/19,TO_PTN00575_1/1/7,NA,NA
PTN00024,3/1/2,TO_PTN00023_LAG20,1,10
PTN00337,1/1/1,TO_PTN01407_LAG20,1,10
PTN00198,1/1/3,TO_PTN00196_LAG_21,1,10
PTN00901,2/2/1,TO_PTN00607_2/2/1,1,100
PTN00125,2/1/3,TO_PTN01226_LAG22,1,10
PTN01180,1/1/7,TO_PTN00896_3/2/9,1,1000
PTN00069,4/1/19,TO_PTN00495_1/1/7,NA,NA
PTN00899,3/1/2,TO_PTN00608_LAG_21,1,10
PTN00259,10/2/4,TO_PTN00258_LAG20,1,11
PTN00259,5/1/10,TO_PTN01827_1/2/5,1,40
PTN00894,4/2/6,TO_PTN01827_1/3/1,non trouve,non trouve
PTN00644,1/1/2,TO_PTN00485_LAG-20,1,10
PTN00549,1/1/3,TO_PTN00564_5/2/6,1,10
PTN00820,3/1/1,TO_PTN00825_LAG_20,1,10
PTN02403,3/2/1,TO_PTN01341_1/4/6,1,10
PTN00666,5/1/3,TO_PTN01360_1/1/5,1,10
PTN00342,5/2/2,TO_PTN01253_1/1/7,non trouve,non trouve
PTN00486,3/1/4,TO_PTN01103_1/2/5,1,10
PTN00229,3/1/6,TO_PTN01400_LAG22,non trouve,non trouve
PTN01006,2/2/4,TO_PTN00285_4/2/5,1,100
PTN00922,2/2/1,TO_PTN00353_4/2/1,1,100
PTN00057,8/1/2,TO_PTN00131_LAG23,1,10
PTN00926,1/2/1,TO_PTN00929_1/1/1,NA,NA
PTN00411,1/1/7,TO_PTN00272_4/2/20,NA,NA
PTN01882,1/1/1,TO_PTN00271_4/1/23,non trouve,non trouve
PTN00857,1/1/7,TO_PTN01280_1/1/8,non trouve,non trouve
PTN00557,1/1/1,TO_PTN00238_2/1/2,1,10
PTN00006,10/1/1,TO_PTN00055_LAG23,1,10
PTN00021,6/1/23,TO_PTN02178_1/1/1,NA,NA
PTN01416,1/1/3,TO_PTN01494_1/1/1,NA,NA
PTN00128,3/2/15,TO_PTN01240_1/3/7,non trouve,non trouve
PTN00611,1/1/1,TO_PTN000612_LAG_22,1,10
PTN01076,1/2/5,TO_PTN02283_1/1/2,1,50
PTN00123,3/2/8,TO_PTN02272_1/1/1,NA,NA
PTN00256,7/1/11,TO_PTN00255_LAG20,1,11
PTN00484,2/1/3,TO_PTN02385_LAG24,1,10
PTN00297,3/1/1,TO_PTN00296_3/1/2,1,100
PTN01460,1/4/7,TO_PTN02448_1/3/1,1,1000
